ID,County,City,Weekday,Severity,ViolCat,ClearWeather,Month,CrashType,Highway,Daylight
62640,RIVERSIDE,HEMET,3,0,12,1,4,D,0,1
62641,SONOMA,UNINCORPORATED,3,0,3,1,4,D,0,1
62642,EL DORADO,UNINCORPORATED,2,1,1,1,4,D,0,1
62643,LOS ANGELES,LOS ANGELES,5,0,3,1,4,D,0,1
62644,LOS ANGELES,LOS ANGELES,3,0,12,1,4,D,0,1
62645,LOS ANGELES,LOS ANGELES,7,0,9,0,4,D,0,1
62646,LOS ANGELES,LOS ANGELES,4,0,12,1,4,D,0,1
62647,LOS ANGELES,LOS ANGELES,2,0,9,1,4,D,0,1
62648,LOS ANGELES,PASADENA,2,0,12,0,4,D,0,0
62649,LOS ANGELES,PASADENA,2,0,12,1,4,D,0,1
62650,LOS ANGELES,PASADENA,3,0,8,1,4,D,0,1
62651,VENTURA,OXNARD,3,1,9,1,4,D,0,1
62652,VENTURA,OXNARD,4,0,9,1,4,D,0,1
62653,VENTURA,OXNARD,4,0,9,1,4,D,0,1
62654,VENTURA,OXNARD,5,0,9,1,4,D,0,1
62655,BUTTE,OROVILLE,4,0,9,1,4,D,0,1
62656,SACRAMENTO,SACRAMENTO,2,0,12,1,4,D,0,1
62657,SACRAMENTO,SACRAMENTO,4,0,10,0,4,D,0,1
62658,TULARE,TULARE,6,0,9,1,3,D,0,1
62659,COLUSA,UNINCORPORATED,3,0,8,1,4,D,0,1
62660,STANISLAUS,CERES,2,0,9,1,4,D,0,1
62661,VENTURA,SIMI VALLEY,2,0,9,1,4,D,0,1
62662,SAN JOAQUIN,TRACY,2,0,9,1,4,D,0,1
62663,SANTA CLARA,CUPERTINO,4,0,12,0,4,D,0,1
62664,LOS ANGELES,BURBANK,5,0,12,1,4,D,0,0
62665,LOS ANGELES,BURBANK,7,0,9,1,4,D,0,0
62666,LOS ANGELES,BURBANK,1,0,9,1,4,D,0,1
62667,CONTRA COSTA,SAN PABLO,2,0,6,1,4,D,0,1
62668,LOS ANGELES,LAKEWOOD,5,0,9,1,3,D,0,1
62669,SAN DIEGO,EL CAJON,1,0,9,1,3,D,0,1
62670,SACRAMENTO,GALT,3,0,9,1,3,D,0,1
62671,ORANGE,ORANGE,3,0,12,1,3,D,0,1
62672,SACRAMENTO,GALT,5,0,9,1,3,D,0,1
62673,ORANGE,ORANGE,7,0,9,1,3,D,0,0
62674,LOS ANGELES,PASADENA,1,0,9,1,4,D,0,1
62675,SAN DIEGO,EL CAJON,5,0,8,1,3,D,0,1
62676,LOS ANGELES,REDONDO BEACH,5,0,9,1,4,D,0,1
62677,LOS ANGELES,REDONDO BEACH,4,0,8,1,4,D,0,1
62678,VENTURA,SIMI VALLEY,5,0,12,1,4,D,0,1
62679,SAN LUIS OBISPO,SAN LUIS OBISPO,1,0,9,1,4,D,0,1
62680,MADERA,UNINCORPORATED,2,0,1,1,7,D,1,1
62681,CONTRA COSTA,CONCORD,7,0,8,1,4,D,0,1
62682,BUTTE,PARADISE,3,0,8,1,4,D,0,1
62683,ALAMEDA,NEWARK,5,0,12,1,3,D,0,1
62684,SOLANO,FAIRFIELD,5,0,9,1,4,D,0,1
62685,LOS ANGELES,SANTA FE SPRINGS,4,0,12,1,4,D,0,1
62686,ORANGE,HUNTINGTON BEACH,6,0,12,1,4,D,0,1
62687,MARIN,SAN RAFAEL,1,0,10,1,4,D,0,1
62688,YOLO,WOODLAND,4,0,12,1,4,D,0,0
62689,SANTA CRUZ,UNINCORPORATED,2,0,9,1,4,D,0,1
62690,SAN BERNARDINO,VICTORVILLE,5,0,12,1,3,D,0,0
62691,LOS ANGELES,PARAMOUNT,2,0,12,1,4,D,0,1
62692,VENTURA,SIMI VALLEY,1,0,9,1,4,D,0,1
62693,MERCED,LOS BANOS,4,0,9,0,1,D,0,1
62694,VENTURA,SIMI VALLEY,3,0,9,1,4,D,0,0
62695,SAN BERNARDINO,VICTORVILLE,2,0,9,1,4,D,0,1
62696,SAN BERNARDINO,HESPERIA,6,0,9,1,4,D,0,1
62697,SAN MATEO,REDWOOD CITY,4,0,9,1,4,D,0,0
62698,SANTA CLARA,PALO ALTO,1,0,12,1,4,D,0,1
62699,SAN BERNARDINO,HESPERIA,1,0,12,1,4,D,0,1
62700,SAN BERNARDINO,HESPERIA,6,0,12,1,4,D,0,0
62701,IMPERIAL,UNINCORPORATED,5,0,9,1,4,D,0,1
62702,ALAMEDA,OAKLAND,6,0,8,1,2,D,0,0
62703,IMPERIAL,UNINCORPORATED,2,0,9,1,4,D,0,1
62704,SAN BERNARDINO,HIGHLAND,1,0,9,0,4,D,0,1
62705,SAN BERNARDINO,VICTORVILLE,7,0,3,1,4,D,0,1
62706,ORANGE,WESTMINSTER,4,0,9,1,3,D,0,1
62707,CONTRA COSTA,ANTIOCH,7,0,12,1,3,D,0,0
62708,VENTURA,OJAI,3,0,9,1,3,D,0,1
62709,CONTRA COSTA,DANVILLE,4,0,9,1,3,D,0,0
62710,LOS ANGELES,BELL GARDENS,7,0,9,1,3,D,0,1
62711,STANISLAUS,MODESTO,1,0,9,1,4,D,0,1
62712,STANISLAUS,MODESTO,5,0,12,1,4,D,0,1
62713,ORANGE,WESTMINSTER,2,0,12,1,4,D,0,1
62714,NAPA,NAPA,6,0,1,1,4,D,0,0
62715,ALAMEDA,OAKLAND,1,0,12,0,1,D,0,1
62716,ORANGE,SAN CLEMENTE,3,0,9,1,4,D,0,1
62717,LOS ANGELES,BELL GARDENS,3,0,12,1,4,D,0,1
62718,STANISLAUS,MODESTO,1,0,9,1,4,D,0,0
62719,STANISLAUS,MODESTO,7,0,12,1,4,D,0,1
62720,SANTA CRUZ,WATSONVILLE,1,0,9,1,4,D,0,1
62721,ORANGE,IRVINE,5,0,12,0,4,D,0,1
62722,STANISLAUS,MODESTO,6,0,9,1,4,D,0,1
62723,STANISLAUS,MODESTO,6,1,9,1,4,D,0,0
62724,STANISLAUS,MODESTO,5,0,12,1,4,D,0,1
62725,ALAMEDA,OAKLAND,1,0,12,1,4,D,0,1
62726,STANISLAUS,MODESTO,5,0,9,1,4,D,0,1
62727,SANTA CLARA,CAMPBELL,1,0,9,0,4,D,0,1
62728,STANISLAUS,MODESTO,4,0,12,1,4,D,0,1
62729,STANISLAUS,MODESTO,4,0,9,1,4,D,0,1
62730,CONTRA COSTA,CONCORD,5,0,1,1,4,D,0,0
62731,STANISLAUS,MODESTO,4,0,9,1,4,D,0,1
62732,STANISLAUS,MODESTO,3,1,12,1,4,D,0,1
62733,LOS ANGELES,LOS ANGELES,7,0,12,1,4,D,0,0
62734,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
62735,ALAMEDA,OAKLAND,4,0,9,1,4,D,0,0
62736,LOS ANGELES,LOS ANGELES,6,0,1,1,4,D,0,0
62737,VENTURA,SIMI VALLEY,6,0,9,1,4,D,0,1
62738,SAN DIEGO,SAN DIEGO,1,0,3,0,4,D,0,1
62739,LOS ANGELES,POMONA,6,0,1,1,4,D,0,0
62740,LOS ANGELES,PASADENA,1,0,9,0,4,D,0,1
62741,LOS ANGELES,POMONA,3,0,8,1,4,D,0,0
62742,LOS ANGELES,PASADENA,1,0,12,0,4,D,0,0
62743,LOS ANGELES,PASADENA,2,0,12,1,4,D,0,0
62744,LOS ANGELES,POMONA,6,0,9,0,4,D,0,0
62745,LOS ANGELES,POMONA,4,0,9,1,4,D,0,1
62746,LOS ANGELES,PASADENA,5,0,9,1,4,D,0,1
62747,LOS ANGELES,POMONA,2,0,9,1,4,D,0,1
62748,LOS ANGELES,PASADENA,5,0,12,1,4,D,0,1
62749,SONOMA,ROHNERT PARK,3,0,12,1,4,D,0,1
62750,SONOMA,PETALUMA,1,0,1,1,4,D,0,0
62751,RIVERSIDE,MORENO VALLEY,2,0,8,1,4,D,0,1
62752,STANISLAUS,TURLOCK,5,0,9,1,4,D,0,1
62753,MADERA,UNINCORPORATED,3,0,9,1,4,D,0,1
62754,SAN BERNARDINO,HESPERIA,6,0,12,1,4,D,0,1
62755,SANTA CLARA,MOUNTAIN VIEW,6,0,12,1,4,D,0,1
62756,LOS ANGELES,MONROVIA,5,0,3,1,2,D,0,1
62757,SAN BERNARDINO,FONTANA,1,0,9,1,4,D,0,1
62758,VENTURA,VENTURA,4,0,11,1,4,D,0,1
62759,VENTURA,VENTURA,2,0,9,1,4,D,0,1
62760,VENTURA,VENTURA,1,0,9,0,4,D,0,1
62761,LOS ANGELES,PICO RIVERA,1,0,9,1,4,D,0,1
62762,LOS ANGELES,LOS ANGELES,6,0,12,1,4,D,0,0
62763,LOS ANGELES,LOS ANGELES,2,0,3,1,4,D,0,1
62764,FRESNO,UNINCORPORATED,1,0,9,1,4,D,0,1
62765,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,1
62766,FRESNO,UNINCORPORATED,3,0,8,1,4,D,0,1
62767,LOS ANGELES,LOS ANGELES,5,0,7,1,4,D,0,1
62768,LOS ANGELES,LOS ANGELES,6,0,9,1,4,D,0,1
62769,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
62770,LOS ANGELES,LOS ANGELES,7,0,8,1,4,D,0,1
62771,LOS ANGELES,LONG BEACH,1,0,12,1,4,D,0,1
62772,LOS ANGELES,LOS ANGELES,6,0,9,1,4,D,0,0
62773,LOS ANGELES,LOS ANGELES,6,0,9,1,4,D,0,0
62774,LOS ANGELES,LOS ANGELES,1,0,9,1,4,D,0,1
62775,SAN DIEGO,SAN DIEGO,1,0,3,1,4,D,0,1
62776,ORANGE,ANAHEIM,1,0,9,1,4,D,0,1
62777,ORANGE,ANAHEIM,1,0,9,1,4,D,0,1
62778,ORANGE,ANAHEIM,3,0,9,1,4,D,0,1
62779,ORANGE,ANAHEIM,3,0,9,1,4,D,0,1
62780,ORANGE,ANAHEIM,2,0,9,1,4,D,0,1
62781,SAN DIEGO,SAN DIEGO,1,0,9,1,4,D,0,1
62782,SAN DIEGO,SAN DIEGO,7,0,12,1,4,D,0,1
62783,SAN DIEGO,SAN DIEGO,1,0,8,0,4,D,0,1
62784,SAN DIEGO,SAN DIEGO,1,0,9,1,4,D,0,1
62785,LOS ANGELES,LONG BEACH,3,0,7,1,4,D,0,1
62786,LOS ANGELES,WHITTIER,4,0,9,0,3,D,0,1
62787,SOLANO,VACAVILLE,5,0,9,1,4,D,0,1
62788,LOS ANGELES,WHITTIER,7,0,9,1,3,D,0,1
62789,SOLANO,VACAVILLE,1,0,12,1,4,D,0,1
62790,KERN,UNINCORPORATED,1,0,9,1,4,D,0,1
62791,SAN DIEGO,SAN DIEGO,2,0,9,1,4,D,0,1
62792,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
62793,RIVERSIDE,RIVERSIDE,1,0,8,0,4,D,0,1
62794,LOS ANGELES,LOS ANGELES,4,0,9,1,7,D,0,1
62795,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
62796,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
62797,MENDOCINO,UKIAH,7,0,9,0,3,D,0,1
62798,LOS ANGELES,LOS ANGELES,1,0,3,1,4,D,0,1
62799,SAN DIEGO,SAN DIEGO,4,0,12,1,4,D,0,0
62800,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,0
62801,LOS ANGELES,LOS ANGELES,7,0,12,1,4,D,0,1
62802,LOS ANGELES,LOS ANGELES,5,0,12,1,4,D,0,1
62803,COLUSA,UNINCORPORATED,6,0,9,1,4,D,0,1
62804,LOS ANGELES,LOS ANGELES,2,0,8,1,4,D,0,1
62805,SAN DIEGO,SAN DIEGO,5,0,12,1,4,D,0,1
62806,SAN DIEGO,SAN DIEGO,5,0,12,1,4,D,0,1
62807,LOS ANGELES,LOS ANGELES,2,0,12,1,4,D,0,0
62808,SAN DIEGO,SAN DIEGO,5,0,9,1,4,D,0,1
62809,LOS ANGELES,LOS ANGELES,1,0,9,1,4,D,0,1
62810,SAN DIEGO,SAN DIEGO,4,0,12,1,4,D,0,1
62811,LOS ANGELES,LOS ANGELES,7,0,1,1,4,D,0,0
62812,LOS ANGELES,LOS ANGELES,2,0,9,1,4,D,0,1
62813,SAN DIEGO,CARLSBAD,7,0,12,1,3,D,0,1
62814,LOS ANGELES,LOS ANGELES,4,0,12,1,4,D,0,1
62815,SAN DIEGO,CARLSBAD,2,0,9,1,3,D,0,0
62816,SAN DIEGO,CARLSBAD,4,0,9,1,3,D,0,1
62817,SAN DIEGO,SAN DIEGO,5,0,12,1,4,D,0,1
62818,LOS ANGELES,LOS ANGELES,5,1,9,1,4,D,0,1
62819,RIVERSIDE,MORENO VALLEY,5,0,9,1,3,D,0,1
62820,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
62821,SAN DIEGO,ENCINITAS,4,0,9,1,3,D,0,1
62822,LOS ANGELES,LOS ANGELES,1,0,12,1,4,D,0,1
62823,SAN DIEGO,SAN DIEGO,4,0,9,1,4,D,0,0
62824,RIVERSIDE,MORENO VALLEY,5,0,12,1,3,D,0,1
62825,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,0
62826,LOS ANGELES,LOS ANGELES,2,0,9,1,4,D,0,1
62827,ORANGE,LA HABRA,6,0,1,1,4,D,0,0
62828,CONTRA COSTA,ANTIOCH,1,0,9,1,1,D,0,1
62829,SAN DIEGO,CHULA VISTA,6,0,9,1,1,D,0,0
62830,ORANGE,ANAHEIM,1,0,9,1,4,D,0,0
62831,ORANGE,ANAHEIM,4,0,9,1,4,D,0,1
62832,ORANGE,ANAHEIM,5,0,9,0,4,D,0,1
62833,ORANGE,HUNTINGTON BEACH,7,0,12,0,3,D,0,1
62834,SAN DIEGO,SAN DIEGO,4,0,12,1,4,D,0,1
62835,ORANGE,HUNTINGTON BEACH,5,0,12,1,3,D,0,1
62836,RIVERSIDE,MORENO VALLEY,4,1,9,1,2,D,0,0
62837,SAN DIEGO,ENCINITAS,6,0,1,1,3,D,0,1
62838,ALAMEDA,OAKLAND,7,0,12,1,2,D,0,1
62839,SAN DIEGO,CHULA VISTA,4,0,9,0,2,D,0,1
62840,ORANGE,BREA,4,0,12,1,2,D,0,0
62841,SAN DIEGO,CHULA VISTA,2,0,8,0,2,D,0,1
62842,SAN DIEGO,CHULA VISTA,3,0,8,1,2,D,0,0
62843,LOS ANGELES,PALMDALE,5,1,8,1,3,D,0,0
62844,SAN BENITO,HOLLISTER,7,0,12,1,3,D,0,1
62845,ORANGE,HUNTINGTON BEACH,6,0,12,1,3,D,0,1
62846,LOS ANGELES,WEST HOLLYWOOD,1,1,8,1,2,D,0,1
62847,ORANGE,HUNTINGTON BEACH,3,0,1,1,3,D,0,0
62848,SAN DIEGO,ENCINITAS,3,0,12,1,3,D,0,1
62849,ORANGE,HUNTINGTON BEACH,6,0,9,1,3,D,1,1
62850,ORANGE,ORANGE,2,0,8,1,4,D,0,1
62851,ORANGE,ORANGE,1,0,9,1,4,D,0,1
62852,LOS ANGELES,LOS ANGELES,2,0,12,1,4,D,0,1
62853,ORANGE,ANAHEIM,5,0,12,1,4,D,0,1
62854,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
62855,LOS ANGELES,LOS ANGELES,7,0,12,1,4,D,0,0
62856,LOS ANGELES,LOS ANGELES,1,0,9,1,4,D,0,1
62857,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
62858,LOS ANGELES,LOS ANGELES,7,0,12,0,4,D,0,0
62859,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
62860,SAN DIEGO,SAN DIEGO,2,0,9,1,4,D,0,1
62861,LOS ANGELES,LOS ANGELES,3,0,9,1,5,D,0,1
62862,ORANGE,ANAHEIM,7,0,6,1,4,D,0,1
62863,SANTA CLARA,SAN JOSE,6,0,9,1,5,D,0,1
62864,IMPERIAL,UNINCORPORATED,5,0,9,1,4,D,0,1
62865,SANTA CLARA,SAN JOSE,4,0,8,1,5,D,0,1
62866,LASSEN,UNINCORPORATED,7,0,9,1,4,D,0,1
62867,SANTA CLARA,SAN JOSE,4,0,8,1,5,D,0,1
62868,SANTA CLARA,SAN JOSE,4,0,9,1,5,D,0,1
62869,ORANGE,SANTA ANA,2,0,1,0,4,D,0,0
62870,IMPERIAL,UNINCORPORATED,7,0,9,1,4,D,0,0
62871,SANTA CLARA,MILPITAS,3,0,12,1,4,D,0,0
62872,SANTA CLARA,SAN JOSE,5,0,6,1,5,D,0,1
62873,SANTA CLARA,SAN JOSE,5,0,9,1,5,D,0,0
62874,SANTA CLARA,MILPITAS,4,0,9,1,4,D,0,1
62875,SANTA CLARA,SAN JOSE,5,0,7,1,5,D,0,0
62876,LOS ANGELES,CLAREMONT,1,0,1,1,4,D,0,0
62877,ALAMEDA,OAKLAND,4,0,9,1,4,D,0,1
62878,SANTA CLARA,MOUNTAIN VIEW,7,0,12,1,4,D,0,1
62879,SANTA CLARA,MOUNTAIN VIEW,7,0,9,1,4,D,0,1
62880,LOS ANGELES,LOS ANGELES,1,0,12,0,4,D,0,1
62881,LOS ANGELES,CLAREMONT,2,0,9,1,4,D,0,1
62882,SANTA CLARA,MOUNTAIN VIEW,1,0,9,1,4,D,0,1
62883,KINGS,HANFORD,4,0,9,1,4,D,0,1
62884,SAN BERNARDINO,APPLE VALLEY,2,0,12,1,3,D,0,1
62885,VENTURA,OXNARD,7,0,9,1,3,D,0,0
62886,SANTA CLARA,SAN JOSE,3,0,3,1,4,D,0,1
62887,SANTA CLARA,SAN JOSE,2,0,8,1,4,D,0,1
62888,SANTA CLARA,SAN JOSE,2,0,9,1,4,D,0,1
62889,SANTA CLARA,SAN JOSE,1,0,9,1,4,D,0,1
62890,LOS ANGELES,REDONDO BEACH,1,0,9,1,4,D,0,1
62891,ORANGE,FULLERTON,3,0,8,1,4,D,0,1
62892,ORANGE,FULLERTON,3,0,12,1,4,D,0,1
62893,ORANGE,FULLERTON,6,1,9,0,4,D,0,1
62894,CONTRA COSTA,UNINCORPORATED,1,0,9,1,4,D,0,1
62895,CONTRA COSTA,UNINCORPORATED,7,0,12,1,4,D,0,1
62896,CONTRA COSTA,UNINCORPORATED,5,0,9,1,4,D,0,1
62897,SAN LUIS OBISPO,SAN LUIS OBISPO,5,0,12,1,4,D,0,1
62898,SAN LUIS OBISPO,SAN LUIS OBISPO,1,0,3,1,3,D,0,1
62899,ORANGE,FULLERTON,1,0,9,1,4,D,0,1
62900,RIVERSIDE,RIVERSIDE,2,0,3,0,4,D,0,1
62901,SAN DIEGO,VISTA,5,0,3,1,4,D,0,1
62902,LOS ANGELES,SANTA CLARITA,5,0,9,1,3,D,0,1
62903,LOS ANGELES,SANTA CLARITA,2,0,12,1,3,D,0,0
62904,LOS ANGELES,SANTA CLARITA,4,0,9,1,3,D,0,1
62905,SANTA CRUZ,UNINCORPORATED,1,0,9,0,3,D,0,1
62906,SANTA CRUZ,UNINCORPORATED,2,0,9,1,3,D,0,1
62907,SANTA CRUZ,UNINCORPORATED,4,0,9,1,3,D,0,1
62908,LOS ANGELES,SANTA CLARITA,4,0,9,1,3,D,0,1
62909,SANTA CRUZ,UNINCORPORATED,5,0,9,1,3,D,0,1
62910,ORANGE,SAN JUAN CAPISTRANO,5,0,9,1,3,D,1,1
62911,SAN BERNARDINO,RIALTO,7,0,12,1,3,D,0,1
62912,STANISLAUS,TURLOCK,2,0,12,0,3,D,0,1
62913,SAN JOAQUIN,UNINCORPORATED,2,0,9,1,4,D,0,1
62914,RIVERSIDE,RIVERSIDE,3,0,12,0,4,D,0,1
62915,RIVERSIDE,RIVERSIDE,4,0,9,1,4,D,0,1
62916,SAN LUIS OBISPO,UNINCORPORATED,2,0,9,1,4,D,0,1
62917,SAN DIEGO,VISTA,4,0,12,1,4,D,0,1
62918,TULARE,PORTERVILLE,2,0,9,1,4,D,0,1
62919,LOS ANGELES,SOUTH GATE,3,0,9,1,4,D,0,0
62920,RIVERSIDE,RIVERSIDE,7,0,12,1,4,D,0,0
62921,SAN DIEGO,VISTA,6,0,9,1,7,D,0,1
62922,SAN DIEGO,SAN DIEGO,5,0,12,1,4,D,0,1
62923,LOS ANGELES,ROSEMEAD,5,0,9,1,4,D,0,1
62924,LOS ANGELES,SOUTH GATE,6,0,9,1,4,D,0,1
62925,LOS ANGELES,SOUTH GATE,6,0,12,1,4,D,0,0
62926,LOS ANGELES,TEMPLE CITY,4,0,12,1,4,D,0,1
62927,SAN DIEGO,SAN DIEGO,7,0,12,0,4,D,0,1
62928,SAN DIEGO,SAN DIEGO,6,0,12,0,4,D,0,1
62929,SAN DIEGO,SAN DIEGO,7,0,12,1,4,D,0,1
62930,TULARE,PORTERVILLE,1,1,9,1,4,D,0,1
62931,TULARE,PORTERVILLE,6,0,12,1,4,D,0,1
62932,ORANGE,ANAHEIM,5,0,9,1,4,D,0,1
62933,SAN DIEGO,SAN DIEGO,1,0,12,1,4,D,0,1
62934,ORANGE,ANAHEIM,4,0,9,1,4,D,0,1
62935,TULARE,PORTERVILLE,2,0,9,1,4,D,0,0
62936,CONTRA COSTA,PITTSBURG,6,0,9,1,4,D,0,1
62937,ORANGE,ORANGE,6,1,11,0,4,D,0,1
62938,ORANGE,ORANGE,3,0,12,1,4,D,0,1
62939,KERN,BAKERSFIELD,3,0,12,1,4,D,0,1
62940,ORANGE,IRVINE,5,0,8,0,4,D,0,0
62941,KERN,BAKERSFIELD,1,0,12,0,4,D,0,1
62942,TULARE,UNINCORPORATED,3,0,9,1,4,D,1,1
62943,ORANGE,ORANGE,1,0,12,1,4,D,0,1
62944,ORANGE,IRVINE,2,0,9,1,4,D,0,1
62945,TULARE,UNINCORPORATED,3,0,9,1,4,D,0,1
62946,ALAMEDA,LIVERMORE,1,0,9,1,4,D,0,1
62947,ORANGE,ORANGE,2,0,9,1,4,D,0,1
62948,ALAMEDA,LIVERMORE,1,0,12,0,4,D,0,1
62949,ORANGE,ORANGE,3,0,9,1,4,D,0,1
62950,ORANGE,ORANGE,6,0,9,0,4,D,0,1
62951,ORANGE,ORANGE,2,0,9,0,4,D,0,1
62952,ORANGE,IRVINE,5,0,12,1,4,D,0,1
62953,ORANGE,COSTA MESA,1,0,12,0,4,D,0,1
62954,VENTURA,VENTURA,7,0,12,0,4,D,0,1
62955,ORANGE,IRVINE,6,0,12,1,4,D,0,0
62956,MADERA,UNINCORPORATED,3,0,9,1,4,D,0,1
62957,ORANGE,HUNTINGTON BEACH,5,0,9,1,4,D,0,1
62958,VENTURA,OXNARD,1,0,8,1,4,D,0,0
62959,SOLANO,FAIRFIELD,2,0,9,1,4,D,0,1
62960,ORANGE,HUNTINGTON BEACH,1,0,12,1,4,D,0,1
62961,SACRAMENTO,SACRAMENTO,4,0,9,1,4,D,0,1
62962,ORANGE,HUNTINGTON BEACH,1,0,12,1,4,D,0,1
62963,ORANGE,HUNTINGTON BEACH,1,0,8,1,4,D,0,1
62964,NAPA,NAPA,4,0,12,1,4,D,0,1
62965,NAPA,NAPA,2,0,12,1,4,D,0,1
62966,SUTTER,YUBA CITY,7,0,12,1,4,D,0,1
62967,VENTURA,OXNARD,1,0,9,1,4,D,0,1
62968,SACRAMENTO,SACRAMENTO,6,1,12,1,4,D,0,0
62969,STANISLAUS,CERES,4,0,1,1,4,D,0,1
62970,LAKE,UNINCORPORATED,2,0,9,1,4,D,0,1
62971,CONTRA COSTA,RICHMOND,4,0,12,0,4,D,0,1
62972,SACRAMENTO,SACRAMENTO,5,0,9,1,4,D,0,1
62973,SANTA CRUZ,SANTA CRUZ,3,0,9,1,4,D,0,1
62974,ORANGE,SANTA ANA,3,0,9,1,4,D,0,1
62975,RIVERSIDE,RIVERSIDE,5,0,9,0,4,D,0,1
62976,SANTA CRUZ,UNINCORPORATED,2,0,1,1,4,D,0,0
62977,RIVERSIDE,RIVERSIDE,5,0,9,1,4,D,0,1
62978,ORANGE,RCHO SNTA MARGARITA,6,0,8,1,4,D,0,1
62979,RIVERSIDE,RIVERSIDE,5,0,12,1,4,D,0,1
62980,LOS ANGELES,LONG BEACH,1,0,9,0,4,D,0,1
62981,ORANGE,NEWPORT BEACH,4,0,12,1,4,D,0,1
62982,KERN,DELANO,2,0,9,1,4,D,0,1
62983,VENTURA,THOUSAND OAKS,3,0,9,1,4,D,0,0
62984,LOS ANGELES,LONG BEACH,5,0,8,1,4,D,1,1
62985,FRESNO,UNINCORPORATED,3,0,12,1,4,D,0,1
62986,ORANGE,WESTMINSTER,2,0,9,1,4,D,0,1
62987,STANISLAUS,TURLOCK,1,0,9,1,4,D,0,1
62988,STANISLAUS,TURLOCK,4,0,12,1,4,D,0,1
62989,STANISLAUS,TURLOCK,1,0,8,1,4,D,0,1
62990,STANISLAUS,TURLOCK,3,0,9,1,4,D,0,1
62991,ORANGE,WESTMINSTER,2,0,12,1,4,D,0,1
62992,FRESNO,UNINCORPORATED,4,0,8,1,4,D,0,1
62993,LOS ANGELES,GLENDALE,7,0,1,0,4,D,0,0
62994,LOS ANGELES,GLENDALE,4,0,9,1,4,D,0,1
62995,LOS ANGELES,GLENDALE,4,0,9,1,4,D,0,1
62996,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
62997,STANISLAUS,MODESTO,1,0,9,0,4,D,0,1
62998,STANISLAUS,MODESTO,1,0,9,1,4,D,0,1
62999,STANISLAUS,MODESTO,5,0,12,1,4,D,0,1
63000,SANTA CRUZ,WATSONVILLE,2,0,9,1,4,D,0,1
63001,SONOMA,UNINCORPORATED,4,0,9,0,4,D,1,1
63002,SACRAMENTO,SACRAMENTO,3,0,9,1,4,D,0,1
63003,NAPA,NAPA,1,0,9,1,3,D,0,1
63004,ORANGE,ORANGE,5,0,9,1,3,D,0,0
63005,ORANGE,IRVINE,4,0,9,1,3,D,0,1
63006,CONTRA COSTA,RICHMOND,3,0,9,0,3,D,0,1
63007,NAPA,NAPA,5,0,12,1,3,D,0,1
63008,LOS ANGELES,TEMPLE CITY,3,0,12,1,3,D,0,1
63009,SOLANO,FAIRFIELD,3,0,12,1,3,D,0,1
63010,ORANGE,ORANGE,1,0,12,0,3,D,0,1
63011,LOS ANGELES,SIERRA MADRE,1,0,12,1,3,D,0,1
63012,SONOMA,HEALDSBURG,1,0,12,1,3,D,0,1
63013,ORANGE,FULLERTON,2,0,9,1,4,D,0,0
63014,CONTRA COSTA,CONCORD,6,0,7,1,4,D,1,1
63015,STANISLAUS,UNINCORPORATED,4,1,11,1,4,D,0,1
63016,STANISLAUS,UNINCORPORATED,7,0,1,1,4,D,1,0
63017,RIVERSIDE,SAN JACINTO,2,0,8,0,2,D,1,0
63018,SAN DIEGO,SANTEE,4,0,9,1,2,D,0,1
63019,LOS ANGELES,NORWALK,5,0,7,1,3,D,0,0
63020,LOS ANGELES,NORWALK,6,0,9,1,3,D,0,1
63021,LOS ANGELES,MONTEBELLO,2,0,12,1,3,D,0,0
63022,LOS ANGELES,MONTEBELLO,5,0,3,1,3,D,0,1
63023,LOS ANGELES,MONTEBELLO,2,0,8,1,3,D,0,1
63024,LOS ANGELES,MONTEBELLO,7,0,9,1,3,D,0,0
63025,LOS ANGELES,MONTEBELLO,3,0,9,1,3,D,0,0
63026,SAN LUIS OBISPO,UNINCORPORATED,6,0,9,1,3,D,0,1
63027,SAN DIEGO,VISTA,5,0,12,1,3,D,0,0
63028,MARIN,SAN RAFAEL,6,1,3,0,3,D,0,0
63029,CONTRA COSTA,BRENTWOOD,4,0,12,0,3,D,0,0
63030,SAN DIEGO,ESCONDIDO,6,0,9,1,3,D,0,1
63031,LOS ANGELES,LONG BEACH,3,0,12,1,4,D,0,0
63032,LOS ANGELES,LONG BEACH,3,0,9,1,4,D,0,1
63033,SACRAMENTO,ELK GROVE,4,0,9,1,4,D,0,1
