ID,County,City,Weekday,Severity,ViolCat,ClearWeather,Month,CrashType,Highway,Daylight
401,SANTA CLARA,SANTA CLARA,2,0,12,1,2,A,0,0
402,SAN DIEGO,CARLSBAD,1,0,9,1,1,A,0,0
403,SAN DIEGO,SAN DIEGO,3,0,12,1,1,A,0,0
404,TULARE,VISALIA,3,0,12,1,1,A,0,0
405,SAN DIEGO,SAN DIEGO,2,0,9,1,1,A,0,0
406,YOLO,WEST SACRAMENTO,6,0,1,1,1,A,0,0
407,TULARE,TULARE,2,0,8,1,1,A,0,0
408,LOS ANGELES,SANTA CLARITA,6,0,12,1,2,A,0,1
409,LOS ANGELES,ARCADIA,1,0,8,1,1,A,0,0
410,SANTA CLARA,SAN JOSE,6,0,1,0,1,A,1,0
411,ORANGE,GARDEN GROVE,5,0,9,1,1,A,0,1
412,LOS ANGELES,REDONDO BEACH,3,0,10,1,1,A,0,1
413,ORANGE,PLACENTIA,3,0,9,1,1,A,0,0
414,ORANGE,PLACENTIA,1,0,9,1,1,A,0,0
415,SAN DIEGO,OCEANSIDE,1,0,9,1,1,A,0,1
416,STANISLAUS,MODESTO,4,0,3,0,1,A,0,1
417,VENTURA,SIMI VALLEY,1,0,9,1,1,A,0,1
418,ALAMEDA,NEWARK,5,0,9,1,1,A,0,0
419,CONTRA COSTA,SAN RAMON,5,0,1,1,1,A,0,0
420,SAN MATEO,DALY CITY,2,0,8,0,1,A,0,1
421,CONTRA COSTA,ANTIOCH,2,0,9,1,1,A,0,1
422,NAPA,UNINCORPORATED,2,1,3,1,1,A,1,0
423,VENTURA,VENTURA,3,0,9,1,1,A,0,1
424,SAN DIEGO,SAN DIEGO,2,0,11,1,1,A,0,0
425,LOS ANGELES,DOWNEY,1,0,9,1,1,A,0,0
426,ORANGE,HUNTINGTON BEACH,7,0,7,1,1,A,1,1
427,SANTA CLARA,MOUNTAIN VIEW,2,0,9,1,1,A,0,1
428,LOS ANGELES,GLENDALE,6,0,9,1,1,A,0,1
429,SAN DIEGO,SANTEE,4,0,1,1,1,A,0,0
430,SAN JOAQUIN,UNINCORPORATED,1,0,8,1,1,A,1,0
431,ORANGE,COSTA MESA,5,0,9,1,1,A,0,1
432,SAN DIEGO,SAN DIEGO,2,0,8,1,1,A,0,0
433,SANTA CLARA,MILPITAS,7,0,1,1,1,A,0,0
434,VENTURA,SIMI VALLEY,5,0,12,1,1,A,0,0
435,MADERA,UNINCORPORATED,2,1,1,1,1,A,0,0
436,PLACER,ROCKLIN,2,0,9,1,1,A,0,0
437,LOS ANGELES,HAWTHORNE,3,0,12,1,1,A,0,0
438,MONTEREY,SALINAS,7,0,8,0,1,A,0,0
439,RIVERSIDE,RIVERSIDE,7,0,11,1,1,A,0,0
440,SAN DIEGO,EL CAJON,6,0,3,1,1,A,0,1
441,LOS ANGELES,POMONA,3,0,9,1,1,A,0,1
442,LOS ANGELES,POMONA,6,1,10,1,1,A,0,0
443,FRESNO,UNINCORPORATED,2,0,1,1,1,A,1,0
444,SACRAMENTO,SACRAMENTO,4,0,9,1,1,A,0,0
445,STANISLAUS,MODESTO,7,0,9,1,1,A,0,0
446,LOS ANGELES,PASADENA,2,0,8,1,1,A,0,1
447,ORANGE,BREA,4,0,9,1,1,A,0,1
448,SAN MATEO,UNINCORPORATED,1,0,8,1,1,A,1,1
449,SAN BERNARDINO,ONTARIO,7,0,9,1,1,A,0,1
450,SHASTA,UNINCORPORATED,4,0,9,1,1,A,0,1
451,SAN DIEGO,SAN DIEGO,2,0,9,1,1,A,0,0
452,LOS ANGELES,LONG BEACH,2,0,9,1,1,A,0,1
453,SAN DIEGO,SAN DIEGO,3,0,9,1,1,A,0,0
454,LOS ANGELES,ROSEMEAD,1,0,3,1,1,A,0,0
455,ORANGE,COSTA MESA,6,0,9,1,1,A,0,0
456,LOS ANGELES,LONG BEACH,3,0,9,1,1,A,0,0
457,STANISLAUS,CERES,1,0,8,1,1,A,0,1
458,ORANGE,FULLERTON,4,0,9,1,1,A,0,0
459,SAN DIEGO,SAN DIEGO,5,0,8,0,1,A,0,0
460,SAN MATEO,SOUTH SAN FRANCISCO,4,1,9,1,1,A,0,0
461,ORANGE,GARDEN GROVE,4,0,9,0,1,A,0,1
462,LOS ANGELES,LOS ANGELES,2,0,3,1,3,A,0,0
463,SAN BERNARDINO,VICTORVILLE,4,0,9,0,1,A,0,1
464,ALAMEDA,SAN LEANDRO,5,0,9,1,1,A,0,1
465,LOS ANGELES,PALMDALE,6,0,1,1,1,A,0,0
466,SONOMA,UNINCORPORATED,3,0,8,1,1,A,0,0
467,LOS ANGELES,PASADENA,2,0,11,1,1,A,0,1
468,LOS ANGELES,PASADENA,7,0,1,1,1,A,0,0
469,VENTURA,VENTURA,4,0,8,1,1,A,0,0
470,VENTURA,VENTURA,1,1,8,1,1,A,0,1
471,VENTURA,VENTURA,5,0,1,0,1,A,0,0
472,ORANGE,NEWPORT BEACH,5,0,9,1,1,A,0,1
473,EL DORADO,PLACERVILLE,1,1,12,1,1,A,0,1
474,HUMBOLDT,UNINCORPORATED,1,1,8,1,1,A,1,1
475,LOS ANGELES,PASADENA,6,0,1,1,1,A,0,0
476,ORANGE,ORANGE,6,0,3,1,1,A,1,0
477,LAKE,CLEARLAKE,3,0,1,1,1,A,0,0
478,LOS ANGELES,GLENDALE,3,0,9,0,1,A,0,0
479,SAN DIEGO,SAN DIEGO,2,0,6,0,1,A,0,0
480,KERN,UNINCORPORATED,3,0,3,1,1,A,0,1
481,LOS ANGELES,BURBANK,3,0,9,1,1,A,0,0
482,SACRAMENTO,SACRAMENTO,2,0,12,1,1,A,0,0
483,LOS ANGELES,BURBANK,6,0,9,1,1,A,0,1
484,RIVERSIDE,INDIO,7,0,12,1,1,A,0,0
485,SAN DIEGO,SAN DIEGO,1,0,8,1,1,A,0,0
486,SACRAMENTO,SACRAMENTO,4,0,9,1,2,A,0,0
487,RIVERSIDE,INDIO,6,0,7,1,2,A,0,0
488,SAN DIEGO,SAN DIEGO,4,0,9,1,2,A,0,1
489,SOLANO,VALLEJO,1,0,1,1,2,A,0,0
490,LOS ANGELES,LONG BEACH,7,0,11,1,2,A,0,0
491,SAN DIEGO,SAN DIEGO,7,0,9,1,2,A,0,1
492,SAN MATEO,REDWOOD CITY,3,0,9,1,2,A,0,1
493,LOS ANGELES,SAN GABRIEL,4,0,8,0,1,A,0,1
494,MADERA,UNINCORPORATED,3,0,1,1,2,A,0,0
495,ORANGE,FOUNTAIN VALLEY,5,0,9,1,1,A,0,0
496,LOS ANGELES,WEST COVINA,2,0,12,1,2,A,0,0
497,STANISLAUS,MODESTO,5,0,8,1,2,A,0,0
498,LOS ANGELES,GLENDALE,5,0,9,0,1,A,0,1
499,ALAMEDA,OAKLAND,3,0,9,1,1,A,0,0
500,TULARE,UNINCORPORATED,2,0,9,1,1,A,0,1
501,LOS ANGELES,LONG BEACH,7,1,9,1,1,A,0,0
502,LOS ANGELES,WESTLAKE VILLAGE,4,0,9,1,1,A,0,1
503,ORANGE,FULLERTON,3,0,9,1,1,A,0,1
504,TULARE,PORTERVILLE,1,0,9,1,1,A,0,0
505,LOS ANGELES,WEST HOLLYWOOD,4,0,8,1,1,A,0,1
506,SANTA CLARA,SAN JOSE,1,0,12,1,1,A,0,0
507,MERCED,UNINCORPORATED,6,0,8,1,1,A,0,0
508,MONTEREY,UNINCORPORATED,5,0,9,0,1,A,0,1
509,ORANGE,GARDEN GROVE,5,0,12,1,1,A,0,0
510,SOLANO,FAIRFIELD,7,0,8,0,1,A,0,1
511,ALAMEDA,OAKLAND,5,0,9,1,1,A,0,1
512,ALAMEDA,SAN LEANDRO,1,0,12,1,1,A,0,1
513,SANTA CLARA,SANTA CLARA,5,0,1,1,1,A,0,0
514,ORANGE,HUNTINGTON BEACH,7,0,12,0,1,A,0,1
515,LOS ANGELES,SOUTH GATE,5,0,9,0,3,A,0,0
516,LOS ANGELES,AZUSA,7,0,9,1,3,A,0,0
517,LOS ANGELES,COMPTON,1,0,9,1,3,A,0,0
518,MONTEREY,UNINCORPORATED,7,0,1,1,3,A,1,1
519,ORANGE,FULLERTON,7,0,9,1,3,A,0,0
520,LOS ANGELES,GLENDALE,1,0,9,1,3,A,0,1
521,ORANGE,ORANGE,1,0,3,1,3,A,0,0
522,ALAMEDA,SAN LEANDRO,7,0,9,1,3,A,0,0
523,SACRAMENTO,SACRAMENTO,6,0,9,1,3,A,0,1
524,SACRAMENTO,SACRAMENTO,7,1,1,1,3,A,0,1
525,SACRAMENTO,SACRAMENTO,4,0,3,1,3,A,0,0
526,SACRAMENTO,SACRAMENTO,1,0,9,1,3,A,0,0
527,SAN DIEGO,SAN DIEGO,6,0,12,1,3,A,0,0
528,SAN DIEGO,SAN DIEGO,1,0,8,0,3,A,0,1
529,SAN DIEGO,SAN DIEGO,5,0,8,0,3,A,0,1
530,LOS ANGELES,LOS ANGELES,1,0,9,1,3,A,0,1
531,LOS ANGELES,MONTEREY PARK,5,0,3,1,3,A,0,1
532,LOS ANGELES,LOS ANGELES,7,1,3,1,3,A,0,0
533,LOS ANGELES,LOS ANGELES,7,0,1,0,3,A,0,0
534,LOS ANGELES,LOS ANGELES,4,0,12,0,3,A,0,1
535,LOS ANGELES,LOS ANGELES,2,0,9,0,3,A,0,0
536,LOS ANGELES,LOS ANGELES,7,0,8,1,3,A,0,0
537,LOS ANGELES,LOS ANGELES,2,0,9,1,3,A,0,0
538,LOS ANGELES,LOS ANGELES,6,0,9,1,3,A,0,1
539,LOS ANGELES,LOS ANGELES,2,0,9,1,3,A,0,1
540,SONOMA,UNINCORPORATED,6,0,1,1,2,A,1,0
541,SONOMA,SANTA ROSA,3,0,9,1,2,A,0,0
542,SONOMA,SANTA ROSA,4,0,9,1,2,A,0,1
543,TUOLUMNE,UNINCORPORATED,3,1,1,0,3,A,0,0
544,SACRAMENTO,SACRAMENTO,4,0,12,0,3,A,0,1
545,ORANGE,SANTA ANA,2,0,9,1,1,A,0,0
546,MONTEREY,SALINAS,2,0,9,1,1,A,0,1
547,MONTEREY,SALINAS,3,0,9,1,1,A,0,1
548,LOS ANGELES,LAWNDALE,5,1,9,1,1,A,0,0
549,ALAMEDA,HAYWARD,5,1,9,1,1,A,0,0
550,ORANGE,HUNTINGTON BEACH,2,1,8,1,1,A,0,0
551,MADERA,CHOWCHILLA,4,0,3,0,1,A,0,0
552,LOS ANGELES,POMONA,3,0,1,1,1,A,0,0
553,RIVERSIDE,PALM DESERT,7,0,9,1,1,A,0,1
554,ORANGE,HUNTINGTON BEACH,3,0,9,0,1,A,0,0
555,RIVERSIDE,PERRIS,1,0,9,1,1,A,0,1
556,SAN BERNARDINO,HESPERIA,7,0,11,0,1,A,0,0
557,ALAMEDA,PLEASANTON,2,0,9,1,1,A,0,0
558,MONO,MAMMOTH LAKES,4,0,1,0,1,A,1,0
559,SAN BERNARDINO,REDLANDS,5,0,9,1,1,A,0,0
560,ALAMEDA,PLEASANTON,4,0,9,1,1,A,0,1
561,SAN BERNARDINO,ONTARIO,5,0,9,0,1,A,0,1
562,SAN BERNARDINO,ONTARIO,1,0,3,1,1,A,0,0
563,SAN BERNARDINO,ONTARIO,7,0,9,1,1,A,0,1
564,SACRAMENTO,SACRAMENTO,4,0,9,0,1,A,0,1
565,LOS ANGELES,CLAREMONT,6,0,1,1,1,A,0,0
566,SAN BERNARDINO,RIALTO,6,0,8,1,2,A,0,1
567,LOS ANGELES,ROSEMEAD,2,0,9,1,2,A,0,1
568,SAN DIEGO,SAN DIEGO,3,1,9,1,2,A,0,1
569,SONOMA,ROHNERT PARK,7,1,12,1,2,A,0,1
570,LOS ANGELES,LONG BEACH,5,0,3,1,2,A,1,0
571,SONOMA,SEBASTOPOL,6,0,9,1,2,A,1,1
572,EL DORADO,UNINCORPORATED,2,0,9,0,2,A,0,1
573,SANTA CLARA,SAN JOSE,7,0,8,1,2,A,0,1
574,SANTA CLARA,SAN JOSE,6,1,3,1,2,A,0,1
575,ORANGE,HUNTINGTON BEACH,6,0,9,1,2,A,0,0
576,VENTURA,VENTURA,4,0,11,1,2,A,0,0
577,VENTURA,VENTURA,7,0,9,1,2,A,0,1
578,SANTA CLARA,CUPERTINO,4,0,9,1,1,A,0,1
579,LOS ANGELES,MONTEBELLO,6,0,12,1,1,A,0,0
580,SAN BERNARDINO,CHINO,4,0,9,1,1,A,0,1
581,ORANGE,FOUNTAIN VALLEY,4,0,3,0,1,A,0,1
582,SAN DIEGO,NATIONAL CITY,2,1,1,1,2,A,0,0
583,SANTA CLARA,SAN JOSE,3,0,10,1,2,A,0,0
584,SAN DIEGO,LA MESA,2,0,3,0,2,A,0,1
585,ORANGE,COSTA MESA,6,0,8,0,2,A,0,1
586,ORANGE,COSTA MESA,5,0,9,0,2,A,0,1
587,LOS ANGELES,DOWNEY,6,0,1,1,3,A,0,1
588,ALAMEDA,SAN LEANDRO,1,0,12,1,3,A,0,1
589,LOS ANGELES,LOS ANGELES,3,1,9,0,3,A,0,1
590,LOS ANGELES,LOS ANGELES,6,1,9,1,3,A,0,1
591,ORANGE,SANTA ANA,6,0,8,1,3,A,0,0
592,LOS ANGELES,LOS ANGELES,6,0,1,0,3,A,1,0
593,STANISLAUS,TURLOCK,5,0,8,1,3,A,0,1
594,STANISLAUS,MODESTO,1,0,1,1,3,A,0,0
595,SACRAMENTO,FOLSOM,4,0,9,1,3,A,0,1
596,STANISLAUS,MODESTO,7,0,8,1,3,A,0,1
597,ORANGE,COSTA MESA,1,0,9,1,3,A,0,1
598,BUTTE,OROVILLE,7,0,1,1,3,A,0,0
599,YOLO,WOODLAND,6,0,12,1,3,A,0,1
600,SANTA CLARA,SAN JOSE,6,0,8,1,3,A,0,0
601,KERN,UNINCORPORATED,1,0,1,1,3,A,0,1
602,SANTA CLARA,SAN JOSE,2,0,3,1,3,A,0,1
603,TULARE,UNINCORPORATED,2,0,9,1,3,A,0,1
604,MARIN,MILL VALLEY,5,0,8,1,3,A,0,1
605,SAN DIEGO,SAN DIEGO,1,0,12,1,3,A,0,1
606,LOS ANGELES,LOS ANGELES,5,0,9,1,3,A,0,1
607,LOS ANGELES,PALMDALE,7,0,9,1,3,A,0,0
608,CONTRA COSTA,LAFAYETTE,6,0,8,1,3,A,0,1
609,LOS ANGELES,LOS ANGELES,6,0,1,0,3,A,1,0
610,SANTA CLARA,PALO ALTO,3,0,9,1,2,A,0,1
611,LOS ANGELES,SANTA CLARITA,6,0,9,1,3,A,0,0
612,LOS ANGELES,SANTA FE SPRINGS,1,0,8,1,3,A,0,1
613,LOS ANGELES,LOS ANGELES,6,0,9,1,3,A,0,0
614,VENTURA,UNINCORPORATED,5,0,8,1,3,A,0,1
615,SACRAMENTO,ELK GROVE,6,0,3,1,3,A,0,1
616,LOS ANGELES,BURBANK,5,0,9,0,3,A,0,1
617,VENTURA,OXNARD,3,0,8,1,3,A,0,0
618,IMPERIAL,EL CENTRO,5,0,10,0,3,A,0,1
619,AMADOR,UNINCORPORATED,1,0,9,0,3,A,0,1
620,KERN,BAKERSFIELD,1,0,1,1,3,A,0,0
621,LOS ANGELES,LOS ANGELES,4,0,7,0,3,A,0,0
622,LOS ANGELES,LOS ANGELES,5,0,9,0,3,A,0,1
623,LOS ANGELES,LOS ANGELES,7,0,9,1,8,A,0,1
624,LOS ANGELES,LOS ANGELES,5,0,9,1,3,A,0,1
625,LOS ANGELES,MANHATTAN BEACH,4,0,9,0,3,A,0,0
626,LOS ANGELES,LOS ANGELES,1,0,9,1,3,A,0,0
627,LOS ANGELES,LOS ANGELES,1,0,9,1,3,A,0,1
628,SOLANO,DIXON,2,0,9,1,3,A,0,1
629,LOS ANGELES,LOS ANGELES,5,0,9,1,3,A,0,1
630,LOS ANGELES,LOS ANGELES,5,0,9,1,3,A,0,1
631,LOS ANGELES,LOS ANGELES,4,0,1,1,3,A,0,1
632,LOS ANGELES,LOS ANGELES,3,0,9,1,3,A,0,1
633,LOS ANGELES,LOS ANGELES,7,0,9,1,3,A,0,1
634,LOS ANGELES,LOS ANGELES,2,0,12,1,3,A,0,1
635,LOS ANGELES,LOS ANGELES,7,0,12,1,3,A,0,1
636,LOS ANGELES,LOS ANGELES,4,0,9,1,3,A,0,1
637,SACRAMENTO,FOLSOM,6,0,9,1,1,A,0,1
638,LOS ANGELES,CULVER CITY,3,0,12,1,1,A,0,1
639,SAN DIEGO,SAN DIEGO,4,0,3,1,2,A,0,1
640,ORANGE,TUSTIN,4,0,9,1,2,A,0,1
641,SAN JOAQUIN,TRACY,1,0,1,1,2,A,0,0
642,SANTA CLARA,PALO ALTO,3,0,3,1,2,A,0,0
643,MENDOCINO,FORT BRAGG,6,0,12,1,2,A,0,1
644,SONOMA,PETALUMA,1,0,1,0,2,A,0,1
645,SAN BERNARDINO,RANCHO CUCAMONGA,4,0,8,1,2,A,0,0
646,LOS ANGELES,CERRITOS,4,0,3,1,2,A,0,1
647,SAN DIEGO,SAN DIEGO,6,0,9,1,2,A,0,0
648,SAN BERNARDINO,RANCHO CUCAMONGA,3,0,9,1,2,A,0,1
649,LOS ANGELES,TORRANCE,1,0,9,1,2,A,0,1
650,SAN JOAQUIN,UNINCORPORATED,3,0,9,1,1,A,1,1
651,ALAMEDA,SAN LEANDRO,1,0,11,1,1,A,0,0
652,LOS ANGELES,LANCASTER,7,0,9,1,1,A,0,0
653,LOS ANGELES,LANCASTER,1,0,12,1,1,A,0,1
654,ORANGE,SANTA ANA,6,0,8,1,1,A,0,0
655,SANTA CRUZ,SANTA CRUZ,3,0,9,0,1,A,0,0
656,ORANGE,SAN JUAN CAPISTRANO,2,0,9,1,1,A,0,1
657,MADERA,UNINCORPORATED,7,1,1,1,1,A,1,0
658,LOS ANGELES,AZUSA,3,0,9,1,1,A,0,0
659,ORANGE,SANTA ANA,3,0,9,1,1,A,0,1
660,SAN JOAQUIN,UNINCORPORATED,5,0,8,1,1,A,1,1
661,ALAMEDA,OAKLAND,3,0,3,1,1,A,0,0
662,LOS ANGELES,TORRANCE,7,0,12,1,1,A,0,1
663,LOS ANGELES,LA VERNE,2,0,9,1,1,A,0,1
664,CONTRA COSTA,ANTIOCH,4,0,9,1,1,A,0,1
665,SAN BERNARDINO,FONTANA,5,0,6,0,1,A,0,1
666,SAN BERNARDINO,FONTANA,6,0,8,0,1,A,0,0
667,ORANGE,ANAHEIM,5,0,9,0,1,A,0,1
668,SAN MATEO,FOSTER CITY,2,0,9,1,1,A,0,1
669,SAN BERNARDINO,RIALTO,4,0,1,1,1,A,0,0
670,SAN BERNARDINO,RIALTO,2,0,12,1,1,A,0,1
671,STANISLAUS,MODESTO,7,0,9,1,1,A,0,1
672,HUMBOLDT,EUREKA,3,0,9,1,1,A,0,1
673,SAN DIEGO,CHULA VISTA,2,0,1,1,1,A,0,0
674,SAN DIEGO,NATIONAL CITY,4,0,10,1,2,A,0,0
675,SACRAMENTO,SACRAMENTO,5,0,9,1,2,A,0,1
676,HUMBOLDT,FORTUNA,4,0,12,0,2,A,0,1
677,NAPA,UNINCORPORATED,2,0,8,1,2,A,0,1
678,NAPA,UNINCORPORATED,4,0,8,1,2,A,1,1
679,LOS ANGELES,PALMDALE,7,0,9,1,2,A,0,1
680,VENTURA,OXNARD,3,0,9,1,2,A,0,1
681,ALAMEDA,HAYWARD,6,0,8,1,2,A,0,0
682,VENTURA,SIMI VALLEY,3,0,1,1,2,A,0,0
683,LOS ANGELES,CULVER CITY,4,0,9,1,2,A,0,1
684,ORANGE,ANAHEIM,4,0,9,1,2,A,0,0
685,LOS ANGELES,LANCASTER,7,0,3,1,2,A,0,1
686,ORANGE,HUNTINGTON BEACH,5,0,9,1,2,A,0,1
687,LOS ANGELES,BURBANK,4,0,12,1,2,A,0,0
688,LOS ANGELES,BURBANK,4,0,9,1,2,A,0,1
689,LOS ANGELES,GLENDALE,3,0,9,1,2,A,0,1
690,ORANGE,SAN JUAN CAPISTRANO,7,0,1,0,2,A,0,0
691,STANISLAUS,MODESTO,4,0,9,1,2,A,0,0
692,SANTA CLARA,SANTA CLARA,5,0,9,1,2,A,0,1
693,SHASTA,UNINCORPORATED,3,0,3,0,3,A,1,1
694,ALAMEDA,OAKLAND,3,0,8,1,2,A,0,1
695,TULARE,PORTERVILLE,2,0,1,1,1,A,0,0
696,SACRAMENTO,ELK GROVE,6,0,12,1,1,A,0,0
697,CONTRA COSTA,ANTIOCH,2,1,1,1,1,A,0,0
698,LOS ANGELES,LA PUENTE,7,0,9,1,1,A,0,0
699,SAN JOAQUIN,LODI,4,0,9,1,1,A,0,1
700,LOS ANGELES,WEST HOLLYWOOD,1,0,9,1,1,A,0,1
701,SAN DIEGO,IMPERIAL BEACH,6,0,8,1,1,A,0,0
702,RIVERSIDE,LAKE ELSINORE,3,0,9,1,1,A,0,1
703,LOS ANGELES,WEST HOLLYWOOD,4,0,9,1,1,A,0,1
704,SAN BERNARDINO,RIALTO,6,0,1,1,1,A,0,1
705,SAN BERNARDINO,ONTARIO,3,0,9,1,1,A,0,0
706,ORANGE,ANAHEIM,5,0,3,1,1,A,0,0
707,LOS ANGELES,MONTEREY PARK,6,0,1,1,2,A,0,0
708,SAN BERNARDINO,HIGHLAND,2,0,8,1,1,A,0,0
709,VENTURA,SIMI VALLEY,6,0,8,0,1,A,0,0
710,SANTA CLARA,SANTA CLARA,1,0,9,1,1,A,0,1
711,ORANGE,ANAHEIM,4,0,9,0,1,A,0,0
712,ORANGE,LA HABRA,5,0,9,1,1,A,0,1
713,SAN BERNARDINO,YUCAIPA,1,0,9,1,1,A,0,1
714,ORANGE,WESTMINSTER,6,0,9,1,1,A,0,0
715,SAN DIEGO,SAN DIEGO,1,0,8,1,1,A,0,0
716,PLACER,UNINCORPORATED,3,0,1,1,1,A,0,1
717,SAN DIEGO,ESCONDIDO,3,0,9,1,1,A,0,0
718,LOS ANGELES,WEST COVINA,7,0,9,1,1,A,0,1
719,SAN BERNARDINO,APPLE VALLEY,3,0,8,1,1,A,0,1
720,SAN LUIS OBISPO,PISMO BEACH,4,0,9,1,1,A,0,1
721,SANTA CLARA,MILPITAS,4,0,3,1,1,A,0,0
722,ORANGE,LAGUNA BEACH,5,1,9,1,1,A,0,1
723,PLACER,AUBURN,2,0,9,0,2,A,0,0
724,SAN LUIS OBISPO,UNINCORPORATED,5,0,1,1,1,A,0,0
725,SAN DIEGO,SAN DIEGO,5,0,8,1,1,A,0,0
726,RIVERSIDE,PALM SPRINGS,4,0,3,1,1,A,0,0
727,LOS ANGELES,ARCADIA,6,0,1,1,1,A,0,1
728,ORANGE,BREA,5,0,1,0,1,A,1,0
729,VENTURA,OXNARD,7,1,8,1,1,A,0,0
730,SAN DIEGO,CARLSBAD,1,0,8,1,1,A,0,1
731,SONOMA,SANTA ROSA,3,0,9,1,1,A,0,0
732,SAN BERNARDINO,VICTORVILLE,1,0,3,1,1,A,0,0
733,CONTRA COSTA,RICHMOND,7,0,12,1,1,A,0,1
734,LOS ANGELES,TORRANCE,6,0,9,1,2,A,0,1
735,SONOMA,SANTA ROSA,2,0,9,1,1,A,0,1
736,SONOMA,SANTA ROSA,4,0,12,1,1,A,0,0
737,ORANGE,FULLERTON,4,0,12,0,1,A,0,1
738,SAN BERNARDINO,HESPERIA,2,0,9,1,1,A,0,1
739,SANTA CLARA,SAN JOSE,3,0,9,1,1,A,0,1
740,ORANGE,FULLERTON,6,0,11,1,1,A,0,1
741,NAPA,UNINCORPORATED,2,0,9,1,1,A,0,0
742,LOS ANGELES,SANTA FE SPRINGS,7,0,9,1,1,A,0,0
743,KERN,DELANO,2,1,8,1,1,A,0,0
744,LOS ANGELES,PASADENA,4,0,9,1,1,A,0,1
745,SAN DIEGO,ESCONDIDO,7,0,9,1,1,A,0,1
746,SANTA CLARA,SAN JOSE,3,0,12,1,1,A,0,1
747,KERN,UNINCORPORATED,2,0,9,1,2,A,0,1
748,LOS ANGELES,PASADENA,4,0,8,1,2,A,0,0
749,LAKE,UNINCORPORATED,2,0,8,1,2,A,0,1
750,SANTA CLARA,GILROY,6,0,1,1,2,A,1,1
751,ALAMEDA,OAKLAND,1,0,9,1,1,A,0,1
752,SAN BENITO,HOLLISTER,6,0,8,1,1,A,0,1
753,MARIN,SAN RAFAEL,2,0,3,1,1,A,0,1
754,TULARE,UNINCORPORATED,5,0,9,1,2,A,0,1
755,SACRAMENTO,SACRAMENTO,7,0,9,1,3,A,0,0
756,SAN DIEGO,CARLSBAD,6,0,9,1,2,A,0,1
757,LOS ANGELES,DOWNEY,3,0,9,1,2,A,0,1
758,SAN DIEGO,ESCONDIDO,5,0,9,0,2,A,0,0
759,LOS ANGELES,SANTA CLARITA,6,0,1,1,2,A,0,0
760,SANTA CLARA,SAN JOSE,7,0,9,1,3,A,0,0
761,RIVERSIDE,TEMECULA,1,0,12,1,3,A,0,0
762,LOS ANGELES,SANTA MONICA,2,0,9,1,3,A,0,0
763,SANTA CLARA,SAN JOSE,7,0,3,1,3,A,0,1
764,VENTURA,VENTURA,7,0,9,1,3,A,0,1
765,SAN BERNARDINO,FONTANA,6,0,9,1,3,A,0,1
766,ORANGE,TUSTIN,1,1,9,1,3,A,0,1
767,LOS ANGELES,LOS ANGELES,1,0,9,1,3,A,0,0
768,SACRAMENTO,SACRAMENTO,5,1,8,1,2,A,0,1
769,SAN DIEGO,SAN DIEGO,5,0,9,1,2,A,0,1
770,SAN DIEGO,SAN DIEGO,5,0,8,1,2,A,0,1
771,SAN DIEGO,SAN DIEGO,7,0,9,1,2,A,0,0
772,STANISLAUS,PATTERSON,6,0,9,1,2,A,0,0
773,ORANGE,COSTA MESA,1,0,9,0,2,A,0,1
774,SAN DIEGO,SAN DIEGO,4,0,10,1,2,A,0,1
775,MONTEREY,MONTEREY,3,0,8,1,2,A,0,1
776,LOS ANGELES,LONG BEACH,5,0,9,1,2,A,0,1
777,MARIN,UNINCORPORATED,6,0,8,1,2,A,1,1
778,KERN,DELANO,5,0,9,1,2,A,0,1
779,LOS ANGELES,ROSEMEAD,4,0,9,1,2,A,0,0
780,ALAMEDA,FREMONT,4,1,1,1,1,A,0,0
781,ORANGE,GARDEN GROVE,5,0,11,1,3,A,0,1
782,LOS ANGELES,LOS ANGELES,6,0,9,1,3,A,0,0
783,AMADOR,UNINCORPORATED,3,1,3,0,3,A,1,1
784,NAPA,NAPA,3,0,12,1,3,A,0,1
785,ORANGE,IRVINE,5,0,12,1,3,A,0,0
786,LOS ANGELES,LONG BEACH,1,0,7,1,3,A,0,0
787,LOS ANGELES,LOS ANGELES,1,0,9,1,3,A,0,0
788,LOS ANGELES,LYNWOOD,3,0,8,1,2,A,0,1
789,ORANGE,SANTA ANA,5,0,10,1,2,A,0,0
790,LOS ANGELES,HAWTHORNE,5,0,10,1,2,A,0,0
791,SANTA CLARA,MORGAN HILL,7,0,8,1,2,A,0,1
792,MERCED,UNINCORPORATED,2,0,8,1,2,A,0,1
793,BUTTE,OROVILLE,6,1,1,1,2,A,0,0
794,MENDOCINO,UNINCORPORATED,6,0,3,1,2,A,0,1
795,LOS ANGELES,PASADENA,6,0,1,1,2,A,0,0
796,SAN LUIS OBISPO,UNINCORPORATED,3,0,3,1,2,A,1,0
797,KERN,BAKERSFIELD,2,0,9,0,2,A,0,0
798,SAN MATEO,HILLSBOROUGH,5,0,9,1,2,A,0,1
799,ORANGE,ANAHEIM,7,0,9,1,2,A,0,0
800,ORANGE,LAKE FOREST,7,0,9,1,2,A,0,1
801,SAN BENITO,HOLLISTER,1,0,9,1,2,A,0,1
802,SAN BERNARDINO,HESPERIA,4,0,9,1,2,A,0,1
803,SAN BENITO,HOLLISTER,5,0,8,1,2,A,0,1
804,CONTRA COSTA,RICHMOND,3,0,9,1,2,A,0,0
